data,score,rating,bug_report,feature_request,user_experience
"Depuis la dernière mise à jour, impossible de synchroniser mon compte... En plus, perte de données pendant une activité (course à pied), 3,1 km au lieu de 8,1 effectués... C'est ça vos corrections de bugs ? Désinstallation après 4 ans d'utilisation, et une infinie patience pour vos mises à jour qui non seulement n'apportent rien, mais font planter l'application. Vive Garmin !",1,0,1,0,0
j adore cette application,5,1,0,0,0
Très très bien👍💕💕💕,5,1,0,0,0
triste,5,1,0,0,0
top,5,1,0,0,0
très bonne application,4,1,0,0,0
Je suis déçue de la nouvelles version. J 'utilisais l 'ancienne depuis septembre 2016 . Maintenant je n 'ai plus les kms .j ai désactivé et remis mais toujours pareil !!,2,1,0,1,0
Simple et ludique. Très bien pour se fixer des objectifs simples et motivants,5,1,0,0,1
Ça ne demarre plus depuis la mise à jour du jour,1,0,1,0,0
Compte les pas quand il y pense... Très déçue de cette appli,1,1,1,0,0
Cette application est au top est nous pousse à aller plus loin à continuer,4,1,0,0,0
Super application aucun bug,5,1,0,0,0
Sympa dommage qu'on ne puisse voir quels sont les amis qui utilisent l'appli aussi.,5,1,0,1,0
"Depuis la dernière mise à jour. Ne prend plus la fréquence Cardiaque de mon bracelet Fit e malgré un tel Samsung J5. Pourtant le bracelet est détecté et fonctionne correctement. L'application avant cette mise à jour fonctionnait correctement en récupérant la fréquence tout les 10 minutes. Par contre, pendant un exercice running l'application récupère bien la fréquence Cardiaque en continu.",3,0,1,0,1
"Je suis très satisfaite de cette application, Je voudrais connecter un pèse 
personne avec cette application. Est-ce possible ? Avec quelle balance ?",5,1,0,1,0
Ne fonction pas,1,0,1,0,0
"l'appli est en soi est bien, il est intéressant de consulter les données sur l'effort, le rythme cardiaque, le sommeil, mais j'entends y faire appel quand j'en éprouve l'envie. les messages envoyés par l'appli ne passent pas par le système de notification et il est impossible de les neutraliser. Comme il est hors de question pour moi de me faire seriner à longueur de journée ""Fais ci fais pas çà"" je me vois contraint de désinstaller l'appli, dommage.",1,1,0,1,1
"Très bonne appli pour dépasser ses propres limites. Quelques améliorations à faire du côté des valeurs nutritives puisque la viande du boucher n'est pas inclus ou la cuisine ""maison"". Sinon super dans l'ensemble.",4,1,0,1,0
Super appli amusante et très bien faite j'adore 💕,5,1,0,0,0
trop bien,5,1,0,0,0
Super appli pour suivi du poids activité sportive complète pas de bug,5,1,0,0,1
Fonctionne bien mais ne permet pas de paramétrer la taille des pas.... ce qui engendre de mauvais calculs. Pouvez vous ajouter un réglage dans ce sens pour adapter à l'utilisateur ?,3,1,0,1,0
"J'aime beaucoup cette application je l'ai beaucoup utilisé quand je 
courrais avec ma sœur cet été j'aime bcp je la conseil",5,1,0,0,1
"Pas mal, mais un contrôle plus stricte du nombre de pas des participants 
serait quand même un plus, quand tu vois qu'en même pas une journée 
certains ont déjà fini le défi et qu'en 15 jours ils ont passé les 1000000 
pas ...",3,1,0,1,0
"Mon appli indispensable de santé pendant longtemps. Plus utilisée depuis l'avant dernière MAJ que je trouvais bien moins pratique - moins lisible, moins ergonomique, gestion du poids complètement inutile, sommeil qui bugge, pas si se déclenchent aléatoirement... des MAJ qui dégradent l'expérience utilisateur, c'est dommage... Je n'utilisais presque plus alors qu'avant j'y allais tous les jours. La nécessité d'autoriser l'accès au téléphone aura été le coup de grâce. Désinstallée... A fuir",1,1,0,1,0
Correct pour l'instant,4,1,0,0,0
Très bonne appli pour tout les sports,4,1,0,0,1
"Je veux m'en débarrasser mais impossible, nul.",1,1,0,0,0
j'aime bien mais bon il faut rentrer soit même les valeurs contrairement à ma montre connectée qui s en occupe sans moi,3,1,0,1,0
Très déçue depuis la dernière mise a jour qui supprime le décompte de calories fonction de l'activité. Cette application perd tout son intérêt pour moi. J'en cherche une autre mais c'est difficile à trouver,1,1,0,1,0
Récemment un bug est survenu au moment de l'enregistrement de mes données de repas effaçant toutes les données antérieures accumulées depuis 2 ans. Je dois récupérer ses données comment faire maintenant ? Meme avec mon compte Samsung impossible ! 😡,1,0,1,0,0
Bonne application et pratique,3,1,0,0,0
Suite à la dernière mise à jour du 13 décembre 2021 il n'y a plus les couleurs pour différencier les données en présentation. C'est devenu triste et terne sur la page d'accueil. Et on est obligé de chercher la rubrique à enregistrer. L'ancienne version était plus sympa,2,0,0,1,1
Bon,5,1,0,0,0
👍😊,5,1,0,0,0
"Bonjour,  J'utilise Samsung Health et une montre gear fit 2 pour mes sessions de course à pied. J'apprécie cette application cependant il y a pour moi certains bugs et fonctionnalités manquantes pour que ce soit un outil à la hauteur de la concurrence : 1/ Graphique complètement erroné, exemple sur ma dernière session ou j'ai une vitesse moyenne de 13,2km/h (10km pour 45min) et le graphique de vitesse ne dépasse pas les 12km/h, idem pour le rythme cardiaque qui est un tracé plat tout le long de la course même si je fais un fractionné. 2/ Il existe beaucoup d'entrainement prédéfinis en terme de rythme, distance cible,  etc.. mais aucun moyen de se créer ses propres entraînements, pourquoi? Aucun entrainement prédéfini ne correspond à mon allure de course, je pensais que les entraînements évolueraient en fonction de mes résultats enregistrés mais en réalité non. 3/ Sur ma gear fit 2, lorsque je suis en course le rythme et la vitesse instantané sont toujours faux, exemple avec 1km, le rythme affiché fluctue entre 5:20 et 6:40 au long de la course, pour finalement m'annoncer 4:30 au premier guide intervalle.  Merci d'avance de corriger ces erreurs dans la prochaine version.",3,1,1,1,0
cette application est très bien mais je ne sais pas comment partager uniquement avec mon marie,5,1,0,1,0
Ne marche plus,1,0,1,0,0
Merci,5,1,0,0,0
très utile pour la santè,5,0,0,0,1
L'application évolue mais il reste tout de même des fonctionnalités à ajouter ainsi que la compatibilité avec d'autres objets connectés comme les balances Withings.,3,0,0,1,0
"Je mets une étoile pour cette application car tout d'abord je ne l'utilise jamais, elle n'est sur mon téléphone que parce que Samsung installe des tas d'applications automatiquement, de plus la plus part ne me servent à rien du tout et prennent les trois quart de la place sur mon téléphone, donc mon prochain achat ne sera pas un téléphone Samsung et j'ai mis également une étoile car la dernière mise à jour s'est faite également moi aussi sans mon consentement !!!😠😠😠",1,1,0,0,0
Très bonne application,5,1,0,0,0
God,5,1,0,0,0
Bien,2,1,0,0,0
Très bien,5,1,0,0,0
Pourquoi avoir supprimer des choses qui marchaient bien notamment la récupération de données avec d'autres appareils comme omron poids et tension artérielle ...ca semble être des données importantes pour une application soit disant santé.. les rubriques existes mais faut les saisir manuellement...c est pas une amélioration ..,1,0,0,1,0
"Je pense la même chose que pas mal des derniers commentaires. Je vais désinstaller car je ne vois pas pkoi je dois donner mon numéro de tel pour suivre mes pas ou mon sommeil! Le pire c'est que de nombreuses personnes ont laissé cette même remarque et aucune réaction, pas un message en retour... ya pas d'autres mot... honteux!",1,1,0,1,0
Bien,4,1,0,0,0
très bonne application.,4,1,0,0,0
Bonne application,5,1,0,0,0
Une catastrophe : impossible de l'installer sur mon nouveau téléphone qui n'est pas de première jeunesse : OnePlus 6T...ma montre ne sert plus trop du coup,1,1,1,0,0
Super appli. on en devient addict et cela nous incite à nous dépasser. Je recommande+++++ 😊,5,1,0,0,1
C'est dernier temps difficile de se fier à cette application pour faire mon sport. Mon coach cesse de fonctionner pendant l'entraînement. De même avec le portable il bug aussi depuis quelques temps les applis ont du mal à s'ouvrir ou se ferment toutes seules. Que se passe-t-il chez Samsung? Vous souhaitez perdre vos clients?,2,0,1,0,0
Impossible de lancer l'application depuis mon Galaxy note 20 ultra..!? Dommage.,1,0,1,0,0
Je l'ai teste sur le Samsung de ma mère et j ai adoré car c'est interactif intuitif on a vraiment envie de l'utiliser,5,1,0,0,0
Terriblement déçu... Je ne peut pas exploiter le pleines capacités de ma montre car l'application affilié ne fonctionne absolument PAS ! J'entres mes identifiants et la... chargement infinie (toute une nuit) mais toujours rien malgré mes multiples tentatives! Sa charge éternellement mais je peux pas avoir accès à l'appli...super! C'est vraiment trop nul ! Je regrettes mon choix de montre connecté au final.,1,1,1,0,0
"Super application mais dommage depuis sa mise à jour en août 2020, d'avoir enlevé les calories en trop ou perdues, qui étaient très utiles. Raison pour laquelle je ne met qu'une étoile. Je pense ne pas être là seule à le dire donc j'espère que le nécessaire sera fait pour que cette fonction soit a nouveau remise dans l'application.",1,1,0,1,0
"Je n'aime pas du tout cette appli, c'est trop compliqué, il n'y a pas le suivi du poids et les activités sportives sont à mettre à jour (exercices fractionnés, cours cuisses abdos fessiers, step, zumba, hiit etc.... ) , suivi calendrier inexistant, Malheureusement si on a une montre connectée Galaxy fit il faut utiliser cette appli .....",1,1,0,1,0
superb,5,1,0,0,0
Excellent,5,1,0,0,0
supert apli,5,1,0,0,0
"Utilisateur de Samsung health depuis mon smartphone et ma montre... Je suis déçu de ne plus avoir les calories des aliments consommés... L'association des compteurs activité et alimentation était essentiel. Je cherche une autre appli, voire une autre montre... Dommage",1,1,0,1,0
Bonne application mais le calcul des calories nécessaires dans la journée ne prend pas compte les calories dépenser par les activités... un gros manque !,3,1,0,1,0
"Depuis la dernière mise à jour, cette Aps a perdu beaucoup de précision... Le podomètre ne calcule plus les pas correctement... Sur 300 pas, l'application en comptera que 200 ou 250... Je regarde pour changer d'application pour avoir quelque chose de plus précis quitte à retourner vers mon ancien podomètre. Vraiment déçu 😞",2,1,1,0,0
C'est vraiment dommage d'enlever la gestion du poids avec le calcul des calories......ça aider vraiment.... Maintenant cette application ressemble à toute les autres.....terriblement déçue.....nouvelle mise a jour le 12 octobre et vous ne prenez pas en compte ce que vous demande les utilisateurs....a quoi ça sert d'être une grande marque si vous ne respectez pas l'avis de vos clients.....super déçue,1,1,0,1,1
"J'ai déjà une montre connectée donc cette application ne me sers à rien. Me prends de la place sur mon téléphone et en plus même si j'en ai pas l'utilité, je peux même pas la supprimer pour de bon...",1,0,0,1,1
Belle application pour suivre vos pas.,5,1,0,0,1
"Tres déçue de la dernière version ! La gestion du poids n'a plus rien à voir, beaucoup de fonctionnalités ont disparues comme le suivi à la semaine et au mois. L'onglet ""tendance"" n'existe plus non plus, alors quil permettait davoir une moyenne calculée automatiquement, ce qui était très pratique et visuel. Vraiment très déçue...",1,1,0,1,0
Il mets avec 1 jour de retard??? Le 25/02 à 16h aucun pas???? Pas juste,1,0,1,0,0
"Impossible de faire fonctionner cette application depuis quelques jours, vraiment dommage.",1,0,1,0,0
"Juste super et très complet,... avant la dernière maj. ... Je mets 1 étoile au lieu de 5. La gestion du poids était un bon indicateur. Je vais rechercher une autre application, même payante s'il faut.",1,1,0,1,0
Motive à bouger plus la journée !! Excellent Impossible de se connecter à l'application avec mon nouveau tel !!!,2,1,1,0,1
Très bonne appli,5,1,0,0,0
Exellente,5,1,0,0,0
Depuis la mise a jour l appli ne fonctionne plus . Nul...,1,0,1,0,0
aaa,5,1,0,0,0
"Depuis la dernière mise à jour on ne peut plus voir facilement la durée d'activité journalière, ni les moyennes sur les 7j et le mois... le petit cœur qui se remplis c'est nul ! A corriger vite !",1,1,0,1,0
"Bonjour ! J'aime beaucoup l'application. Par contre, j'ai un problème sur la gestion du poids. J'ai connecté cette application avec une autre application de poids. Quand je rentre les données sur la seconde, Samsung Health le prend bien en compte sur le compteur. Par contre, la gestion du poids prend en compte les deux données, celle de Samsung et la seconde. Y a-t-il une manière de modifier ?",4,1,0,1,0
Très utile,5,1,0,0,0
Samsung Health Crashe (error # (0xEx7#0010null61N2530)) in a no rooted phone ( galaxy s9+),1,0,1,0,0
Magnéfique app,5,1,0,0,0
"Cette apli était très bien, jusqu'à sa mise à jour d'août 2020. En effet la gestion du poids a disparu, ce qui faisait l'essentiel de cet appli, je songe à la désinstaller, à moins qu'il n'existe une mise à jour pr samsung galaxyA5, à télécharger comme semble l'indiquer la mise à jour ? C vraiment dommage que les usagers soient les otages de ce type de décision",1,1,0,1,0
"Depuis la mise a jour , beaucoup trop d'aliments sont a 0kcal, c'est du coup impossible de suivre son régime alimentaire correctement. Quelle régression ... ! Obligé d'aller sur une autre app ! Vite une mise a jour corrective !",2,1,1,0,0
Il est vraiment trop bien,5,1,0,0,0
Good,5,1,0,0,0
"Depuis quelques temps toutes les mesures sont fausses (durée d'activité, distances parcours, calories) Que se passe-t-il ? L'application était si bien. Maintenant tout est faux.",1,1,1,0,0
